optimizer,num_channels,learning_rate,epochs,batch_size,use_residuals,use_bottleneck,shortcut_activation,reg_shortcut,reg_module,output_activation,num_filters,nr_modules,module_output_activation,module_activation,l2_r,l1_r,kernel_size,bottleneck_size,train_loss,train_accuracy,train_precision,train_recall,val_loss,val_accuracy,val_precision,val_recall
adam,3,0.1,50,512,False,False,softmax,False,True,sigmoid,44,18,sigmoid,softmax,0.001,0.001,70,30,371.4224243164063,0.507712721824646,0.0,0.0,371.422607421875,0.5070891380310059,0.0,0.0
rmsprop,3,0.01,50,512,True,False,softmax,False,True,sigmoid,28,24,tanh,tanh,0.01,0.01,20,44,434.5576171875,0.5079550743103027,0.0,0.0,434.5569152832031,0.5070891380310059,0.0,0.0
rmsprop,3,0.1,50,128,True,True,sigmoid,False,False,sigmoid,34,21,relu,relu,0.01,0.001,20,44,,,,,,,,
sgd,3,0.01,50,512,True,True,relu,False,True,sigmoid,44,18,relu,linear,0.1,0.001,30,44,0.725857138633728,0.5628278851509094,0.5423293113708496,0.7152292728424072,0.7285143733024597,0.5645977854728699,0.5445877909660339,0.7125036716461182
sgd,3,0.001,50,256,True,True,relu,False,True,sigmoid,48,1,linear,sigmoid,0.01,0.0,30,28,1.834281086921692,0.5592897534370422,0.5456714034080505,0.6209385991096497,1.8354383707046509,0.5575994253158569,0.5443436503410339,0.6232511401176453
rmsprop,3,0.001,50,256,True,True,tanh,True,False,sigmoid,24,18,sigmoid,linear,0.1,0.1,20,34,31.89687156677246,0.4919602274894714,0.4919602274894714,1.0,31.89662170410156,0.4924005568027496,0.4924005568027496,1.0
rmsprop,3,0.001,50,1024,False,False,sigmoid,True,True,sigmoid,32,33,relu,softmax,0.0001,0.001,30,42,8.948936462402344,0.5078268647193909,0.0,0.0,8.948932647705078,0.5082632303237915,0.0,0.0
adam,3,0.001,50,128,True,True,softmax,False,False,sigmoid,32,24,sigmoid,relu,0.0,0.0001,30,34,0.6898987889289856,0.5159801244735718,0.5041143894195557,0.9835696220397948,0.6907537579536438,0.5149147510528564,0.5038105845451355,0.982114553451538
rmsprop,3,0.1,50,256,False,False,sigmoid,False,True,sigmoid,46,9,relu,sigmoid,0.1,0.01,50,50,22685.380859375,0.4920738637447357,0.4920738637447357,1.0,22685.37109375,0.4924005568027496,0.4924005568027496,1.0
rmsprop,3,0.1,50,512,True,True,sigmoid,False,False,sigmoid,36,33,relu,sigmoid,0.001,0.01,20,34,,,,,,,,
adam,3,0.1,50,1024,False,True,tanh,True,True,sigmoid,42,24,relu,tanh,0.0,0.0,20,28,0.693000316619873,0.5082145929336548,0.0,0.0,0.692946195602417,0.5082632303237915,0.0,0.0
sgd,3,0.01,50,128,True,True,relu,True,True,sigmoid,32,3,relu,softmax,0.0,0.001,50,30,0.7536119818687439,0.5340909361839294,0.5139885544776917,0.9718468189239502,0.7581832408905029,0.5332386493682861,0.5138155221939087,0.9682676792144777
sgd,3,0.001,50,512,True,True,relu,False,True,sigmoid,46,33,relu,linear,0.01,0.01,30,40,75.28736114501953,0.5020386576652527,0.4970723092556,0.9709851145744324,75.27754974365234,0.5040509104728699,0.4984243810176849,0.9749045968055724
sgd,3,0.01,50,512,False,False,relu,False,True,sigmoid,24,3,relu,linear,0.1,0.1,50,46,642.2808837890625,0.5080548524856567,0.0,0.0,642.2807006835938,0.5070891380310059,0.0,0.0
rmsprop,3,0.01,50,1024,False,False,relu,False,True,sigmoid,40,30,relu,linear,0.001,0.01,50,46,1882.811767578125,0.5082864165306091,0.0,0.0,1882.8118896484373,0.5082632303237915,0.0,0.0
adam,3,0.1,50,1024,True,True,tanh,False,True,sigmoid,40,21,relu,linear,0.1,0.1,30,26,,,,,,,,
adam,3,0.01,50,1024,True,True,sigmoid,True,True,sigmoid,32,30,relu,tanh,0.001,0.0001,60,34,1.9608488082885744,0.5083726048469543,0.0,0.0,1.9608290195465088,0.5082632303237915,0.0,0.0
rmsprop,3,0.01,50,256,True,True,relu,False,False,sigmoid,42,15,relu,relu,0.01,0.0001,70,26,,,,,,,,
adam,3,0.01,50,512,False,False,relu,True,True,sigmoid,24,1,sigmoid,linear,0.01,0.001,20,48,5.646989822387695,0.5150690078735352,0.5434640645980835,0.0962746366858482,5.647161960601807,0.5106337070465088,0.5199025273323059,0.0939242765307426
sgd,3,0.1,50,512,True,True,sigmoid,True,False,sigmoid,24,18,tanh,linear,0.0,0.1,50,44,302.3362121582031,0.5076841711997986,0.0,0.0,302.3361511230469,0.5070891380310059,0.0,0.0
adam,3,0.001,50,256,True,True,sigmoid,False,False,sigmoid,46,27,softmax,sigmoid,0.01,0.0,20,28,0.6906409859657288,0.5171732902526855,0.522605836391449,0.220166802406311,0.6910333633422852,0.5094460248947144,0.5044459700584412,0.2127506136894226
rmsprop,3,0.01,50,512,True,True,relu,True,True,sigmoid,34,3,tanh,relu,0.01,0.001,20,28,6.518084526062012,0.5102075934410095,0.5012226104736328,0.979751467704773,6.517651081085205,0.5121527910232544,0.5026288032531738,0.9820956587791444
adam,3,0.001,50,256,False,False,relu,False,False,sigmoid,42,27,relu,softmax,0.01,0.01,50,46,0.6928622126579285,0.5079829692840576,0.0,0.0,0.69287109375,0.507599413394928,0.0,0.0
adam,3,0.01,50,128,False,True,relu,False,True,sigmoid,26,21,linear,linear,0.1,0.001,60,42,,,,,,,,
adam,3,0.01,50,256,True,False,relu,False,True,sigmoid,50,12,sigmoid,linear,0.0,0.01,40,30,,,,,,,,
adam,3,0.001,50,512,True,False,sigmoid,True,True,sigmoid,44,18,sigmoid,relu,0.1,0.0001,30,50,0.8893887996673584,0.5075416564941406,0.0,0.0,0.8895495533943176,0.5070891380310059,0.0,0.0
adam,3,0.1,50,1024,False,True,tanh,False,False,sigmoid,46,12,relu,linear,0.0,0.1,30,28,,,,,,,,
adam,3,0.001,50,512,True,False,tanh,False,True,sigmoid,28,9,relu,linear,0.01,0.001,50,52,3.462123155593872,0.5562556982040405,0.5419841408729553,0.6364715695381165,3.462275981903076,0.5507088899612427,0.5373837351799011,0.6360434293746948
adam,3,0.1,50,1024,False,True,relu,False,False,sigmoid,52,24,relu,linear,0.0,0.1,60,44,,,,,,,,
